year,race,driver,team,fastest_lap,avg_lap,pitstops,track_affinity,team_strength,momentum,start_position,air_temp,humidity,rain,home_race,position
2023,Spanish Grand Prix,HUL,Haas F1 Team,78.776,79.788632,0,0.1,0.5,0.09999999000000101,7.0,22.674025974025977,63.077922077922075,0.0,0,15.0
2023,Spanish Grand Prix,ALB,Williams,79.133,80.103288,0,0.1,0.5,0.09999999000000101,18.0,22.674025974025977,63.077922077922075,0.0,0,16.0
2023,Spanish Grand Prix,NOR,McLaren,77.182,79.950039,0,0.1,0.75,0.09999999000000101,3.0,22.674025974025977,63.077922077922075,0.0,0,17.0
2023,Spanish Grand Prix,MAG,Haas F1 Team,78.069,80.026851,0,0.1,0.5,0.09999999000000101,17.0,22.674025974025977,63.077922077922075,0.0,0,18.0
2023,Spanish Grand Prix,BOT,Alfa Romeo,78.242,80.406488,0,0.1,0.4,0.09999999000000101,16.0,22.674025974025977,63.077922077922075,0.0,0,19.0
2023,Spanish Grand Prix,SAR,Williams,79.247,80.32935,0,0.1,0.5,0.09999999000000101,20.0,22.674025974025977,63.077922077922075,0.0,0,20.0
2023,Canadian Grand Prix,VER,Red Bull Racing,75.594,76.645419,1,0.1,0.5,0.599999640000216,1.0,18.530246913580246,63.901234567901234,0.0,0,1.0
2023,Canadian Grand Prix,GAS,Alpine,76.425,77.595551,0,0.1,0.7,0.09999999000000101,15.0,18.530246913580246,63.901234567901234,0.0,0,12.0
2023,Canadian Grand Prix,PER,Red Bull Racing,74.481,77.266847,0,0.1,0.5,0.09999999000000101,12.0,18.530246913580246,63.901234567901234,0.0,0,6.0
2023,Canadian Grand Prix,ALO,Aston Martin,75.779,76.817177,1,0.1,0.8,0.21428566836735677,2.0,18.530246913580246,63.901234567901234,0.0,0,2.0
2023,Canadian Grand Prix,LEC,Ferrari,75.907,77.016266,0,0.1,0.85,0.16666663888889352,10.0,18.530246913580246,63.901234567901234,0.0,0,4.0
2023,Canadian Grand Prix,STR,Aston Martin,76.564,77.623135,0,0.1,0.8,0.09999999000000101,16.0,18.530246913580246,63.901234567901234,0.0,0,9.0
2023,Canadian Grand Prix,SAR,Williams,78.437,79.05625,0,0.1,0.5,0.09999999000000101,18.0,18.530246913580246,63.901234567901234,0.0,0,20.0
2023,Canadian Grand Prix,MAG,Haas F1 Team,76.126,77.909074,0,0.1,0.5,0.09999999000000101,13.0,18.530246913580246,63.901234567901234,0.0,0,17.0
2023,Canadian Grand Prix,DEV,AlphaTauri,76.656,78.08949,0,0.1,0.4,0.09999999000000101,17.0,18.530246913580246,63.901234567901234,0.0,0,18.0
2023,Canadian Grand Prix,TSU,AlphaTauri,76.666,77.679983,0,0.1,0.4,0.09999999000000101,19.0,18.530246913580246,63.901234567901234,0.0,0,14.0
2023,Canadian Grand Prix,ALB,Williams,76.917,77.96208,0,0.1,0.5,0.09999999000000101,9.0,18.530246913580246,63.901234567901234,0.0,0,7.0
2023,Canadian Grand Prix,ZHO,Alfa Romeo,77.09,78.101263,0,0.1,0.4,0.09999999000000101,20.0,18.530246913580246,63.901234567901234,0.0,0,16.0
2023,Canadian Grand Prix,HUL,Haas F1 Team,77.232,78.185586,1,0.1,0.5,0.09999999000000101,5.0,18.530246913580246,63.901234567901234,0.0,0,15.0
2023,Canadian Grand Prix,OCO,Alpine,76.782,77.6062,0,0.1,0.7,0.09999999000000101,6.0,18.530246913580246,63.901234567901234,0.0,0,8.0
2023,Canadian Grand Prix,NOR,McLaren,76.374,77.643465,0,0.1,0.75,0.09999999000000101,7.0,18.530246913580246,63.901234567901234,0.0,0,13.0
