year,race,driver,fastest_lap,avg_lap,stints,pitstops,laps_completed,track_affinity,team_strength,momentum,final_position
2023,Dutch Grand Prix,RUS,75.124,76.562261,2,0,59.0,0.1,0.9,0.29999991000002696,9
2023,Dutch Grand Prix,BOT,74.698,76.994725,3,0,58.0,0.1,0.4,0.09999999000000101,17
2023,Dutch Grand Prix,PIA,74.299,76.11025,3,0,59.0,0.1,0.75,0.09999999000000101,11
2023,Italian Grand Prix,VER,85.24,86.30966,2,0,51.0,0.1,0.5,0.599999640000216,1
2023,Italian Grand Prix,GAS,85.758,87.060755,3,0,50.0,0.1,0.7,0.09999999000000101,15
2023,Italian Grand Prix,PER,85.522,86.43958,2,0,51.0,0.1,0.5,0.09999999000000101,2
2023,Italian Grand Prix,ALO,86.105,86.967666,2,0,51.0,0.1,0.8,0.21428566836735677,9
2023,Italian Grand Prix,LEC,85.58,86.439244,2,0,51.0,0.1,0.85,0.16666663888889352,4
2023,Italian Grand Prix,STR,86.617,87.56413,2,0,50.0,0.1,0.8,0.09999999000000101,16
2023,Italian Grand Prix,SAR,86.84,87.476148,2,0,50.0,0.1,0.5,0.09999999000000101,13
2023,Italian Grand Prix,MAG,86.278,87.446955,3,0,50.0,0.1,0.5,0.09999999000000101,18
2023,Italian Grand Prix,ALB,86.389,87.068224,2,0,51.0,0.1,0.5,0.09999999000000101,7
2023,Italian Grand Prix,ZHO,85.983,87.094977,3,0,50.0,0.1,0.4,0.09999999000000101,14
2023,Italian Grand Prix,HUL,85.894,87.319266,3,0,50.0,0.1,0.5,0.09999999000000101,17
2023,Italian Grand Prix,OCO,86.963,87.766885,2,0,38.0,0.1,0.7,0.09999999000000101,15
2023,Italian Grand Prix,NOR,86.144,87.023958,2,0,51.0,0.1,0.75,0.09999999000000101,8
2023,Italian Grand Prix,LAW,85.842,86.957466,3,0,50.0,0.1,0.4,0.09999999000000101,12
2023,Italian Grand Prix,HAM,85.582,86.825104,2,0,51.0,0.1,0.9,0.2727271983471277,6
2023,Italian Grand Prix,SAI,85.501,86.401265,2,0,51.0,0.1,0.85,0.11111109876543349,3
2023,Italian Grand Prix,RUS,85.847,86.570938,2,0,51.0,0.1,0.9,0.29999991000002696,5
2023,Italian Grand Prix,BOT,85.988,87.317553,2,0,50.0,0.1,0.4,0.09999999000000101,10
2023,Italian Grand Prix,PIA,85.072,86.874456,3,0,50.0,0.1,0.75,0.09999999000000101,11
2023,Singapore Grand Prix,VER,96.575,99.585961,2,0,62.0,0.1,0.5,0.599999640000216,5
2023,Singapore Grand Prix,GAS,98.277,100.39032,2,0,62.0,0.1,0.7,0.09999999000000101,6
2023,Singapore Grand Prix,PER,97.108,100.08584,2,0,62.0,0.1,0.5,0.09999999000000101,8
2023,Singapore Grand Prix,ALO,96.456,100.03438,3,0,61.0,0.1,0.8,0.21428566836735677,16
2023,Singapore Grand Prix,LEC,98.275,99.885481,2,0,62.0,0.1,0.85,0.16666663888889352,4
2023,Singapore Grand Prix,SAR,98.531,100.113296,3,0,61.0,0.1,0.5,0.09999999000000101,15
2023,Singapore Grand Prix,MAG,98.107,100.36245,3,0,62.0,0.1,0.5,0.09999999000000101,10
2023,Singapore Grand Prix,ALB,97.342,100.355903,3,0,62.0,0.1,0.5,0.09999999000000101,11
2023,Singapore Grand Prix,ZHO,99.316,100.796425,2,0,62.0,0.1,0.4,0.09999999000000101,12
2023,Singapore Grand Prix,HUL,99.923,100.965875,2,0,59.0,0.1,0.5,0.09999999000000101,11
2023,Singapore Grand Prix,OCO,99.93,100.653742,2,0,42.0,0.1,0.7,0.09999999000000101,6
2023,Singapore Grand Prix,NOR,98.046,99.6124,2,0,62.0,0.1,0.75,0.09999999000000101,2
2023,Singapore Grand Prix,LAW,99.028,100.873584,2,0,62.0,0.1,0.4,0.09999999000000101,9
2023,Singapore Grand Prix,HAM,95.867,99.168716,3,0,62.0,0.1,0.9,0.2727271983471277,3
2023,Singapore Grand Prix,SAI,97.666,99.607339,2,0,62.0,0.1,0.85,0.11111109876543349,1
2023,Singapore Grand Prix,RUS,96.273,99.374781,3,0,61.0,0.1,0.9,0.29999991000002696,3
2023,Singapore Grand Prix,BOT,98.075,100.855625,2,0,51.0,0.1,0.4,0.09999999000000101,15
2023,Singapore Grand Prix,PIA,98.492,100.401365,2,0,62.0,0.1,0.75,0.09999999000000101,7
2023,Japanese Grand Prix,VER,94.183,97.284444,3,0,53.0,0.1,0.5,0.599999640000216,1
2023,Japanese Grand Prix,NOR,95.247,97.593777,3,0,53.0,0.1,0.75,0.09999999000000101,2
2023,Japanese Grand Prix,PIA,96.328,98.165478,3,0,53.0,0.1,0.75,0.09999999000000101,3
2023,Japanese Grand Prix,LEC,96.362,98.186863,3,0,53.0,0.1,0.85,0.16666663888889352,4
2023,Japanese Grand Prix,HAM,95.611,98.198113,3,0,53.0,0.1,0.9,0.2727271983471277,5
2023,Japanese Grand Prix,SAI,96.187,98.302795,3,0,53.0,0.1,0.85,0.11111109876543349,6
2023,Japanese Grand Prix,RUS,97.653,98.880413,2,0,53.0,0.1,0.9,0.29999991000002696,7
2023,Japanese Grand Prix,ALO,97.203,98.59655,3,0,53.0,0.1,0.8,0.21428566836735677,8
2023,Japanese Grand Prix,OCO,97.398,99.039707,2,0,53.0,0.1,0.7,0.09999999000000101,9
2023,Japanese Grand Prix,GAS,96.371,98.601097,3,0,52.0,0.1,0.7,0.09999999000000101,9
2023,Japanese Grand Prix,LAW,98.267,99.127307,3,0,52.0,0.1,0.4,0.09999999000000101,11
2023,Japanese Grand Prix,TSU,97.768,99.231625,3,0,52.0,0.1,0.4,0.09999999000000101,12
2023,Japanese Grand Prix,ZHO,97.791,99.098289,3,0,52.0,0.1,0.4,0.09999999000000101,13
2023,Japanese Grand Prix,HUL,97.25,98.757487,4,0,52.0,0.1,0.5,0.09999999000000101,14
2023,Japanese Grand Prix,MAG,97.842,99.188875,3,0,52.0,0.1,0.5,0.09999999000000101,15
2023,Japanese Grand Prix,ALB,99.185,100.079307,2,0,25.0,0.1,0.5,0.09999999000000101,16
2023,Japanese Grand Prix,SAR,98.848,100.274444,1,0,19.0,0.1,0.5,0.09999999000000101,18
2023,Japanese Grand Prix,STR,99.05,99.975307,2,0,19.0,0.1,0.8,0.09999999000000101,12
2023,Japanese Grand Prix,PER,99.704,100.298666,1,0,10.0,0.1,0.5,0.09999999000000101,14
2023,Qatar Grand Prix,VER,84.319,87.172065,4,0,57.0,0.1,0.5,0.599999640000216,1
2023,Qatar Grand Prix,PIA,84.921,87.079177,4,0,57.0,0.1,0.75,0.09999999000000101,2
2023,Qatar Grand Prix,NOR,84.842,87.035704,4,0,57.0,0.1,0.75,0.09999999000000101,3
2023,Qatar Grand Prix,RUS,85.77,87.481441,4,0,57.0,0.1,0.9,0.29999991000002696,4
2023,Qatar Grand Prix,LEC,84.992,87.68375,4,0,57.0,0.1,0.85,0.16666663888889352,5
2023,Qatar Grand Prix,ALO,86.045,87.795931,4,0,57.0,0.1,0.8,0.21428566836735677,6
2023,Qatar Grand Prix,OCO,86.45,87.991333,3,0,57.0,0.1,0.7,0.09999999000000101,7
2023,Qatar Grand Prix,BOT,86.652,87.732606,3,0,57.0,0.1,0.4,0.09999999000000101,8
2023,Qatar Grand Prix,ZHO,86.323,87.852459,4,0,57.0,0.1,0.4,0.09999999000000101,12
2023,Qatar Grand Prix,PER,86.22,87.702894,4,0,57.0,0.1,0.5,0.09999999000000101,11
2023,Qatar Grand Prix,STR,86.352,87.9275,3,0,57.0,0.1,0.8,0.09999999000000101,9
2023,Qatar Grand Prix,GAS,85.793,87.901425,3,0,57.0,0.1,0.7,0.09999999000000101,10
2023,Qatar Grand Prix,ALB,86.666,87.980026,4,0,57.0,0.1,0.5,0.09999999000000101,13
2023,Qatar Grand Prix,MAG,87.067,88.127406,2,0,56.0,0.1,0.5,0.09999999000000101,14
2023,Qatar Grand Prix,TSU,87.174,88.623461,3,0,55.0,0.1,0.4,0.09999999000000101,15
2023,Qatar Grand Prix,HUL,86.444,88.18227,3,0,56.0,0.1,0.5,0.09999999000000101,16
2023,Qatar Grand Prix,LAW,87.113,88.633275,2,0,56.0,0.1,0.4,0.09999999000000101,17
2023,Qatar Grand Prix,SAR,87.983,89.09213,2,0,39.0,0.1,0.5,0.09999999000000101,17
2023,United States Grand Prix,VER,100.028,101.376566,3,0,56.0,0.1,0.5,0.599999640000216,1
2023,United States Grand Prix,NOR,99.985,101.663777,3,0,56.0,0.1,0.75,0.09999999000000101,3
2023,United States Grand Prix,SAI,100.034,101.755703,3,0,56.0,0.1,0.85,0.11111109876543349,4
2023,United States Grand Prix,PER,99.737,101.686735,3,0,56.0,0.1,0.5,0.09999999000000101,5
2023,United States Grand Prix,RUS,99.393,101.814452,3,0,56.0,0.1,0.9,0.29999991000002696,7
2023,United States Grand Prix,GAS,100.412,102.155269,3,0,56.0,0.1,0.7,0.09999999000000101,8
2023,United States Grand Prix,STR,99.908,102.058923,3,0,56.0,0.1,0.8,0.09999999000000101,9
2023,United States Grand Prix,TSU,98.139,102.253921,4,0,56.0,0.1,0.4,0.09999999000000101,10
2023,United States Grand Prix,ALB,101.318,102.703769,3,0,56.0,0.1,0.5,0.09999999000000101,11
2023,United States Grand Prix,SAR,101.238,102.730333,3,0,56.0,0.1,0.5,0.09999999000000101,12
2023,United States Grand Prix,HUL,100.925,102.744529,3,0,56.0,0.1,0.5,0.09999999000000101,13
2023,United States Grand Prix,BOT,101.972,102.973019,3,0,56.0,0.1,0.4,0.09999999000000101,14
2023,United States Grand Prix,ZHO,101.879,102.987583,3,0,54.0,0.1,0.4,0.09999999000000101,15
2023,United States Grand Prix,MAG,101.506,103.078285,3,0,55.0,0.1,0.5,0.09999999000000101,16
2023,United States Grand Prix,RIC,99.366,103.159387,3,0,55.0,0.1,0.4,0.09999999000000101,17
2023,United States Grand Prix,ALO,99.954,102.299309,3,0,47.0,0.1,0.8,0.21428566836735677,9
2023,United States Grand Prix,PIA,102.705,103.138125,1,0,9.0,0.1,0.75,0.09999999000000101,6
2023,United States Grand Prix,OCO,104.789,104.789,1,0,2.0,0.1,0.7,0.09999999000000101,7
2023,United States Grand Prix,HAM,99.582,101.479148,3,0,56.0,0.1,0.9,0.2727271983471277,2
2023,United States Grand Prix,LEC,101.025,102.238727,2,0,56.0,0.1,0.85,0.16666663888889352,6
2023,Mexico City Grand Prix,VER,81.644,82.819569,3,0,71.0,0.1,0.5,0.599999640000216,1
2023,Mexico City Grand Prix,GAS,83.23,84.299666,3,0,71.0,0.1,0.7,0.09999999000000101,11
2023,Mexico City Grand Prix,ALO,83.531,85.102472,3,0,46.0,0.1,0.8,0.21428566836735677,17
2023,Mexico City Grand Prix,LEC,82.332,83.275857,2,0,71.0,0.1,0.85,0.16666663888889352,3
2023,Mexico City Grand Prix,STR,83.257,84.540363,2,0,65.0,0.1,0.8,0.09999999000000101,14
2023,Mexico City Grand Prix,SAR,83.003,84.4285,3,0,70.0,0.1,0.5,0.09999999000000101,12
2023,Mexico City Grand Prix,MAG,83.146,84.952222,2,0,31.0,0.1,0.5,0.09999999000000101,16
2023,Mexico City Grand Prix,TSU,82.501,84.010741,3,0,71.0,0.1,0.4,0.09999999000000101,13
2023,Mexico City Grand Prix,ALB,82.773,84.2204,2,0,71.0,0.1,0.5,0.09999999000000101,9
2023,Mexico City Grand Prix,ZHO,83.567,84.567603,3,0,71.0,0.1,0.4,0.09999999000000101,16
2023,Mexico City Grand Prix,HUL,83.222,84.407016,3,0,69.0,0.1,0.5,0.09999999000000101,12
2023,Mexico City Grand Prix,RIC,82.679,83.696222,3,0,71.0,0.1,0.4,0.09999999000000101,7
2023,Mexico City Grand Prix,OCO,82.976,84.535548,2,0,71.0,0.1,0.7,0.09999999000000101,10
2023,Mexico City Grand Prix,NOR,81.944,83.461904,3,0,71.0,0.1,0.75,0.09999999000000101,5
2023,Mexico City Grand Prix,HAM,81.334,83.210703,3,0,71.0,0.1,0.9,0.2727271983471277,2
2023,Mexico City Grand Prix,SAI,82.539,83.43492,3,0,71.0,0.1,0.85,0.11111109876543349,4
2023,Mexico City Grand Prix,RUS,82.78,83.698619,3,0,71.0,0.1,0.9,0.29999991000002696,6
2023,Mexico City Grand Prix,BOT,83.166,84.596245,2,0,70.0,0.1,0.4,0.09999999000000101,15
2023,Mexico City Grand Prix,PIA,82.76,83.679904,3,0,71.0,0.1,0.75,0.09999999000000101,8
2023,São Paulo Grand Prix,VER,73.422,75.303952,3,0,71.0,0.1,0.5,0.599999640000216,1
2023,São Paulo Grand Prix,NOR,72.486,75.384047,3,0,71.0,0.1,0.75,0.09999999000000101,2
2023,São Paulo Grand Prix,ALO,74.442,75.759936,3,0,71.0,0.1,0.8,0.21428566836735677,3
2023,São Paulo Grand Prix,PER,74.124,75.738841,3,0,71.0,0.1,0.5,0.09999999000000101,4
2023,São Paulo Grand Prix,STR,74.007,75.842111,3,0,71.0,0.1,0.8,0.09999999000000101,5
2023,São Paulo Grand Prix,SAI,74.406,75.996031,3,0,71.0,0.1,0.85,0.11111109876543349,6
2023,São Paulo Grand Prix,GAS,74.521,75.977508,3,0,71.0,0.1,0.7,0.09999999000000101,7
2023,São Paulo Grand Prix,HAM,74.739,76.139774,3,0,71.0,0.1,0.9,0.2727271983471277,8
2023,São Paulo Grand Prix,TSU,74.231,76.088887,3,0,71.0,0.1,0.4,0.09999999000000101,9
2023,São Paulo Grand Prix,OCO,74.206,76.139406,4,0,70.0,0.1,0.7,0.09999999000000101,10
2023,São Paulo Grand Prix,SAR,75.738,76.5375,3,0,70.0,0.1,0.5,0.09999999000000101,11
2023,São Paulo Grand Prix,HUL,75.036,76.318551,3,0,70.0,0.1,0.5,0.09999999000000101,12
2023,São Paulo Grand Prix,RIC,73.866,75.996627,3,0,70.0,0.1,0.4,0.09999999000000101,13
2023,São Paulo Grand Prix,PIA,74.31,76.13507,3,0,69.0,0.1,0.75,0.09999999000000101,14
2023,São Paulo Grand Prix,RUS,74.934,76.541,3,0,56.0,0.1,0.9,0.29999991000002696,9
2023,São Paulo Grand Prix,BOT,75.731,76.87023,2,0,35.0,0.1,0.4,0.09999999000000101,10
2023,São Paulo Grand Prix,ZHO,76.232,76.9575,2,0,21.0,0.1,0.4,0.09999999000000101,14
2023,Las Vegas Grand Prix,VER,95.614,97.676,3,0,50.0,0.1,0.5,0.599999640000216,1
2023,Las Vegas Grand Prix,GAS,96.913,98.736394,2,0,50.0,0.1,0.7,0.09999999000000101,11
2023,Las Vegas Grand Prix,PER,95.939,97.77385,2,0,50.0,0.1,0.5,0.09999999000000101,3
2023,Las Vegas Grand Prix,ALO,96.559,98.7581,2,0,50.0,0.1,0.8,0.21428566836735677,9
2023,Las Vegas Grand Prix,LEC,95.669,97.798897,2,0,50.0,0.1,0.85,0.16666663888889352,2
2023,Las Vegas Grand Prix,STR,96.584,98.379769,2,0,50.0,0.1,0.8,0.09999999000000101,6
2023,Las Vegas Grand Prix,SAR,97.74,99.133,2,0,50.0,0.1,0.5,0.09999999000000101,16
2023,Las Vegas Grand Prix,MAG,97.455,99.161973,3,0,50.0,0.1,0.5,0.09999999000000101,13
2023,Las Vegas Grand Prix,TSU,97.587,99.7209,3,0,46.0,0.1,0.4,0.09999999000000101,17
2023,Las Vegas Grand Prix,ALB,97.357,99.010526,2,0,50.0,0.1,0.5,0.09999999000000101,12
2023,Las Vegas Grand Prix,ZHO,97.375,99.5942,2,0,50.0,0.1,0.4,0.09999999000000101,15
2023,Las Vegas Grand Prix,HUL,97.565,99.355272,3,0,45.0,0.1,0.5,0.09999999000000101,15
2023,Las Vegas Grand Prix,RIC,97.108,99.338702,2,0,50.0,0.1,0.4,0.09999999000000101,14
2023,Las Vegas Grand Prix,OCO,96.637,98.3185,2,0,50.0,0.1,0.7,0.09999999000000101,5
2023,Las Vegas Grand Prix,HAM,95.716,98.262815,3,0,50.0,0.1,0.9,0.2727271983471277,8
2023,Las Vegas Grand Prix,SAI,95.984,98.5636,2,0,50.0,0.1,0.85,0.11111109876543349,7
2023,Las Vegas Grand Prix,RUS,96.071,98.256871,3,0,50.0,0.1,0.9,0.29999991000002696,4
2023,Las Vegas Grand Prix,BOT,97.562,100.553885,2,0,50.0,0.1,0.4,0.09999999000000101,17
2023,Las Vegas Grand Prix,PIA,95.49,98.075,3,0,50.0,0.1,0.75,0.09999999000000101,10
2023,Abu Dhabi Grand Prix,VER,86.993,89.361892,3,0,58.0,0.1,0.5,0.599999640000216,1
2023,Abu Dhabi Grand Prix,LEC,88.199,89.606109,3,0,58.0,0.1,0.85,0.16666663888889352,3
2023,Abu Dhabi Grand Prix,RUS,88.187,89.624181,3,0,58.0,0.1,0.9,0.29999991000002696,4
2023,Abu Dhabi Grand Prix,PER,87.493,89.462333,3,0,58.0,0.1,0.5,0.09999999000000101,2
2023,Abu Dhabi Grand Prix,NOR,88.164,89.667309,3,0,58.0,0.1,0.75,0.09999999000000101,5
2023,Abu Dhabi Grand Prix,PIA,88.138,89.865672,3,0,58.0,0.1,0.75,0.09999999000000101,6
2023,Abu Dhabi Grand Prix,ALO,88.256,89.859814,3,0,58.0,0.1,0.8,0.21428566836735677,7
2023,Abu Dhabi Grand Prix,TSU,89.256,90.354875,2,0,58.0,0.1,0.4,0.09999999000000101,8
2023,Abu Dhabi Grand Prix,HAM,88.372,89.936185,3,0,58.0,0.1,0.9,0.2727271983471277,9
2023,Abu Dhabi Grand Prix,STR,88.05,90.224072,3,0,58.0,0.1,0.8,0.09999999000000101,10
2023,Abu Dhabi Grand Prix,RIC,88.571,90.156163,3,0,58.0,0.1,0.4,0.09999999000000101,11
2023,Abu Dhabi Grand Prix,OCO,90.033,90.663963,2,0,58.0,0.1,0.7,0.09999999000000101,12
2023,Abu Dhabi Grand Prix,GAS,89.016,90.350611,3,0,58.0,0.1,0.7,0.09999999000000101,13
2023,Abu Dhabi Grand Prix,ALB,87.845,90.302924,3,0,58.0,0.1,0.5,0.09999999000000101,14
2023,Abu Dhabi Grand Prix,HUL,89.217,90.599425,3,0,58.0,0.1,0.5,0.09999999000000101,15
2023,Abu Dhabi Grand Prix,SAR,88.58,90.528754,3,0,58.0,0.1,0.5,0.09999999000000101,16
2023,Abu Dhabi Grand Prix,ZHO,88.746,90.627574,3,0,58.0,0.1,0.4,0.09999999000000101,17
2023,Abu Dhabi Grand Prix,SAI,89.452,90.519962,2,0,56.0,0.1,0.85,0.11111109876543349,11
2023,Abu Dhabi Grand Prix,BOT,89.863,91.251018,2,0,57.0,0.1,0.4,0.09999999000000101,19
2023,Abu Dhabi Grand Prix,MAG,89.934,90.871557,3,0,57.0,0.1,0.5,0.09999999000000101,20
